"loc","mdate","SO2","CO","O3","NO2","PM10","PM25"
"111123",2017100101,0.004,0.8,0.003,0.059,44,33
"111123",2017100102,0.004,0.7,0.003,0.056,43,32
"111123",2017100103,0.003,0.7,0.003,0.051,43,32
"111123",2017100104,0.003,0.6,0.014,0.033,39,31
"111123",2017100105,0.003,0.6,0.02,0.024,39,28
"111123",2017100106,0.003,0.5,0.02,0.025,38,26
"111123",2017100107,0.003,0.5,0.021,0.027,34,26
"111123",2017100108,0.003,0.5,0.021,0.028,33,23
"111123",2017100109,0.003,0.5,0.024,0.026,31,23
"111123",2017100110,0.003,0.5,0.028,0.025,29,20
"111123",2017100111,0.003,0.5,0.024,0.032,30,21
"111123",2017100112,0.004,0.5,0.02,0.036,31,21
"111123",2017100113,0.004,0.5,0.022,0.037,31,21
"111123",2017100114,0.005,0.5,0.025,0.038,31,20
"111123",2017100115,0.005,0.5,0.026,0.034,28,19
"111123",2017100116,0.005,0.6,0.018,0.044,28,20
"111123",2017100117,0.004,0.6,0.016,0.043,26,19
"111123",2017100118,0.004,0.5,0.016,0.039,22,16
"111123",2017100119,0.003,0.5,0.01,0.041,22,15
"111123",2017100120,0.003,0.4,0.02,0.028,21,16
"111123",2017100121,0.003,0.4,0.025,0.022,20,16
"111123",2017100122,0.003,0.4,0.022,0.021,20,15
"111123",2017100123,0.003,0.4,0.022,0.019,17,14
"111123",2017100124,0.002,0.3,0.025,0.017,15,11
"111123",2017100201,0.003,0.3,0.027,0.014,13,10
"111123",2017100202,0.002,0.3,0.03,0.012,10,8
"111123",2017100203,0.003,0.3,0.033,0.009,9,7
"111123",2017100204,0.002,0.3,0.03,0.01,6,5
"111123",2017100205,0.003,0.3,0.032,0.01,7,6
"111123",2017100206,0.003,0.3,0.025,0.015,8,7
"111123",2017100207,0.003,0.4,0.016,0.023,10,9
"111123",2017100208,0.003,0.4,0.016,0.021,12,9
"111123",2017100209,0.003,0.4,0.018,0.02,12,8
"111123",2017100210,0.003,0.4,0.021,0.021,10,8
"111123",2017100211,0.003,0.4,0.029,0.018,12,8
"111123",2017100212,0.003,0.3,0.039,0.013,8,5
"111123",2017100213,0.003,0.3,0.044,0.011,10,9
"111123",2017100214,0.003,0.3,0.049,0.012,12,10
"111123",2017100215,0.003,0.3,0.053,0.011,13,11
"111123",2017100216,0.003,0.3,0.053,0.011,11,5
"111123",2017100217,0.003,0.3,0.053,0.009,14,7
"111123",2017100218,0.003,0.4,0.045,0.012,15,10
"111123",2017100219,0.003,0.4,0.032,0.023,25,18
"111123",2017100220,0.003,0.5,0.015,0.038,28,19
"111123",2017100221,0.003,0.4,0.029,0.021,28,18
"111123",2017100222,0.003,0.4,0.036,0.015,35,19
"111123",2017100223,0.003,0.4,0.03,0.021,38,20
"111123",2017100224,0.003,0.5,0.021,0.026,39,19
"111123",2017100301,0.003,0.4,0.031,0.013,40,19
"111123",2017100302,0.003,0.4,0.032,0.01,35,15
"111123",2017100303,0.003,0.4,0.028,0.011,33,16
"111123",2017100304,0.003,0.4,0.024,0.013,31,13
"111123",2017100305,0.003,0.3,0.023,0.012,28,12
"111123",2017100306,0.003,0.3,0.023,0.014,25,9
"111123",2017100307,0.002,0.3,0.016,0.019,23,10
"111123",2017100308,0.003,0.3,0.018,0.017,22,8
"111123",2017100309,0.003,0.3,0.021,0.015,19,5
"111123",2017100310,0.003,0.3,0.026,0.013,25,9
"111123",2017100311,0.003,0.3,0.027,0.012,29,11
"111123",2017100312,0.003,0.3,0.028,0.012,26,12
"111123",2017100313,0.003,0.3,0.03,0.012,20,12
"111123",2017100314,0.003,0.3,0.03,0.014,22,10
"111123",2017100315,0.003,0.3,0.037,0.013,23,13
"111123",2017100316,0.003,0.3,0.041,0.01,26,14
"111123",2017100317,0.003,0.3,0.036,0.009,24,12
"111123",2017100318,0.003,0.3,0.033,0.011,24,11
"111123",2017100319,0.003,0.4,0.033,0.012,31,14
"111123",2017100320,0.003,0.3,0.031,0.012,32,13
"111123",2017100321,0.003,0.3,0.03,0.011,28,12
"111123",2017100322,0.003,0.3,0.028,0.012,30,12
"111123",2017100323,0.003,0.3,0.026,0.014,31,14
"111123",2017100324,0.003,0.3,0.023,0.016,30,13
"111123",2017100401,0.003,0.3,0.023,0.013,29,11
"111123",2017100402,0.002,0.4,0.022,0.012,25,11
"111123",2017100403,0.003,0.3,0.025,0.009,22,9
"111123",2017100404,0.003,0.3,0.025,0.008,24,10
"111123",2017100405,0.003,0.3,0.026,0.007,25,9
"111123",2017100406,0.002,0.3,0.023,0.01,21,9
"111123",2017100407,0.003,0.3,0.018,0.015,20,10
"111123",2017100408,0.003,0.3,0.016,0.017,17,8
"111123",2017100409,0.003,0.3,0.022,0.013,14,6
"111123",2017100410,0.003,0.3,0.027,0.009,13,7
"111123",2017100411,0.003,0.3,0.029,0.008,14,8
"111123",2017100412,0.003,0.3,0.031,0.009,14,7
"111123",2017100413,0.003,0.3,0.037,0.009,16,7
"111123",2017100414,0.003,0.3,0.04,0.008,15,8
"111123",2017100415,0.003,0.3,0.042,0.01,18,8
"111123",2017100416,0.003,0.3,0.043,0.011,14,6
"111123",2017100417,0.003,0.3,0.04,0.014,17,8
"111123",2017100418,0.003,0.3,0.034,0.013,17,10
"111123",2017100419,0.003,0.3,0.027,0.016,15,8
"111123",2017100420,0.002,0.3,0.019,0.024,14,8
"111123",2017100421,0.002,0.3,0.015,0.028,15,8
"111123",2017100422,0.002,0.3,0.023,0.02,13,8
"111123",2017100423,0.002,0.3,0.02,0.021,13,7
"111123",2017100424,0.002,0.3,0.019,0.021,15,8
"111123",2017100501,0.002,0.3,0.018,0.021,16,9
"111123",2017100502,0.002,0.3,0.018,0.019,13,8
"111123",2017100503,0.003,0.3,0.019,0.016,14,8
"111123",2017100504,0.003,0.3,0.023,0.01,11,7
"111123",2017100505,0.003,0.3,0.023,0.01,10,7
"111123",2017100506,0.002,0.3,0.021,0.012,9,6
"111123",2017100507,0.002,0.3,0.021,0.014,8,6
"111123",2017100508,0.003,0.3,0.023,0.013,8,5
"111123",2017100509,0.002,0.3,0.026,0.01,5,3
"111123",2017100510,0.002,0.3,0.026,0.011,7,5
"111123",2017100511,0.002,0.3,0.031,0.011,10,5
"111123",2017100512,0.002,0.3,0.034,0.011,12,6
"111123",2017100513,0.003,0.3,0.038,0.011,12,7
"111123",2017100514,0.003,0.3,0.04,0.011,14,8
"111123",2017100515,0.003,0.3,0.039,0.012,15,8
"111123",2017100516,0.003,0.3,0.038,0.014,14,9
"111123",2017100517,0.003,0.3,0.035,0.016,15,10
"111123",2017100518,0.002,0.3,0.029,0.022,14,8
"111123",2017100519,0.003,0.3,0.025,0.025,16,8
"111123",2017100520,0.003,0.3,0.02,0.028,15,9
"111123",2017100521,0.003,0.4,0.01,0.037,18,9
"111123",2017100522,0.003,0.3,0.018,0.026,15,9
"111123",2017100523,0.002,0.3,0.022,0.021,12,8
"111123",2017100524,0.002,0.3,0.017,0.024,13,8
"111123",2017100601,0.002,0.3,0.021,0.019,14,7
"111123",2017100602,0.002,0.3,0.03,0.01,10,7
"111123",2017100603,0.003,0.3,0.027,0.011,11,8
"111123",2017100604,0.003,0.3,0.024,0.011,13,8
"111123",2017100605,0.002,0.3,0.027,0.01,11,8
"111123",2017100606,0.003,0.3,0.016,0.017,10,7
"111123",2017100607,0.002,0.3,0.014,0.02,12,9
"111123",2017100608,0.002,0.3,0.018,0.016,10,7
"111123",2017100609,0.002,0.3,0.022,0.013,11,6
"111123",2017100610,0.003,0.3,0.03,0.009,11,7
"111123",2017100611,0.002,0.3,0.033,0.009,13,5
"111123",2017100612,0.003,0.3,0.034,0.011,12,8
"111123",2017100613,0.002,0.3,0.032,0.01,13,9
"111123",2017100614,0.002,0.3,0.025,0.011,16,9
"111123",2017100615,0.002,0.3,0.028,0.011,12,8
"111123",2017100616,0.002,0.3,0.034,0.009,9,5
"111123",2017100617,0.002,0.3,0.033,0.01,7,3
"111123",2017100618,0.002,0.3,0.031,0.013,7,5
"111123",2017100619,0.002,0.3,0.031,0.014,8,6
"111123",2017100620,0.002,0.3,0.028,0.014,9,6
"111123",2017100621,0.002,0.3,0.029,0.014,8,8
"111123",2017100622,0.002,0.3,0.028,0.014,6,4
"111123",2017100623,0.002,0.3,0.018,0.021,8,6
"111123",2017100624,0.002,0.3,0.02,0.02,6,4
"111123",2017100701,0.002,0.3,0.027,0.014,5,3
"111123",2017100702,0.002,0.3,0.03,0.011,5,3
"111123",2017100703,0.002,0.3,0.031,0.009,5,4
"111123",2017100704,0.002,0.3,0.024,0.01,5,3
"111123",2017100705,0.002,0.3,0.025,0.009,7,3
"111123",2017100706,0.002,0.3,0.021,0.013,5,3
"111123",2017100707,0.003,0.3,0.015,0.016,6,4
"111123",2017100708,0.002,0.3,0.015,0.018,5,3
"111123",2017100709,0.002,0.3,0.017,0.016,5,4
"111123",2017100710,0.003,0.3,0.019,0.018,5,3
"111123",2017100711,0.003,0.3,0.029,0.014,5,3
"111123",2017100712,0.002,0.3,0.035,0.011,5,3
"111123",2017100713,0.002,0.3,0.038,0.012,5,4
"111123",2017100714,0.003,0.3,0.04,0.013,5,4
"111123",2017100715,0.002,0.3,0.043,0.011,7,5
"111123",2017100716,0.003,0.3,0.043,0.011,5,3
"111123",2017100717,0.002,0.3,0.038,0.015,5,4
"111123",2017100718,0.002,0.3,0.032,0.019,6,4
"111123",2017100719,0.003,0.4,0.025,0.027,8,9
"111123",2017100720,0.003,0.5,0.022,0.036,16,12
"111123",2017100721,0.003,0.5,0.015,0.041,18,12
"111123",2017100722,0.003,0.5,0.009,0.045,15,11
"111123",2017100723,0.003,0.6,0.002,0.046,16,13
"111123",2017100724,0.003,0.6,0.002,0.044,13,9
"111123",2017100801,0.003,0.7,0.002,0.051,12,9
"111123",2017100802,0.003,0.6,0.002,0.045,16,11
"111123",2017100803,0.003,0.6,0.002,0.04,14,9
"111123",2017100804,0.003,0.5,0.004,0.034,12,9
"111123",2017100805,0.003,0.5,0.002,0.032,12,8
"111123",2017100806,0.002,0.5,0.002,0.03,10,8
"111123",2017100807,0.003,0.5,0.001,0.026,15,10
"111123",2017100808,0.003,0.5,0.005,0.025,13,6
"111123",2017100809,0.003,0.4,0.019,0.017,12,8
"111123",2017100810,0.003,0.4,0.022,0.018,8,5
"111123",2017100811,0.004,0.4,0.028,0.018,9,8
"111123",2017100812,0.004,0.4,0.034,0.019,13,11
"111123",2017100813,0.004,0.4,0.043,0.015,12,11
"111123",2017100814,0.004,0.4,0.053,0.014,15,12
"111123",2017100815,0.004,0.4,0.061,0.015,20,17
"111123",2017100816,0.004,0.4,0.059,0.019,23,19
"111123",2017100817,0.005,0.4,0.058,0.022,27,23
"111123",2017100818,0.005,0.4,0.052,0.023,23,18
"111123",2017100819,0.005,0.4,0.043,0.026,23,19
"111123",2017100820,0.005,0.4,0.04,0.024,21,16
"111123",2017100821,0.004,0.4,0.034,0.025,23,18
"111123",2017100822,0.004,0.5,0.023,0.034,21,16
"111123",2017100823,0.004,0.6,0.011,0.043,21,19
"111123",2017100824,0.004,0.6,0.011,0.04,23,18
"111123",2017100901,0.004,0.6,0.004,0.046,24,19
"111123",2017100902,0.004,0.6,0.002,0.049,24,18
"111123",2017100903,0.004,0.6,0.003,0.045,25,19
"111123",2017100904,0.004,0.5,0.008,0.034,24,18
"111123",2017100905,0.005,0.5,0.013,0.028,27,22
"111123",2017100906,0.006,0.4,0.02,0.023,21,16
"111123",2017100907,0.005,0.4,0.022,0.023,15,14
"111123",2017100908,0.005,0.4,0.018,0.029,17,14
"111123",2017100909,0.006,0.4,0.027,0.024,16,15
"111123",2017100910,0.008,0.4,0.028,0.026,17,13
"111123",2017100911,0.007,0.4,0.033,0.024,22,16
"111123",2017100912,0.007,0.4,0.035,0.029,23,17
"111123",2017100913,0.005,0.4,0.038,0.028,26,21
"111123",2017100914,0.005,0.4,0.047,0.031,25,18
"111123",2017100915,0.005,0.4,0.057,0.028,28,21
"111123",2017100916,0.006,0.4,0.053,0.028,25,16
"111123",2017100917,0.006,0.4,0.047,0.031,21,15
"111123",2017100918,0.006,0.4,0.05,0.034,19,14
"111123",2017100919,0.006,0.4,0.04,0.035,21,17
